Python,Java,SQL,C++,HTML,CSS,JavaScript,Machine Learning,Deep Learning,Data Structures,Algorithms,Cloud,Git,Linux,Cybersecurity,Blockchain,React,Node.js,Django,Flask,REST APIs,Communication,Critical Thinking,Teamwork,Leadership,Statistics,NLP,Computer Vision,History,Polity,Current Affairs,Ethics,career_name
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,Frontend Developer
0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,DevOps Engineer
0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,Data Scientist
1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,ML Engineer
0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,Product Manager
1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,Cybersecurity Analyst
1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,Research Scholar
0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,Bank PO
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,GATE Aspirant
1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,Product Manager
1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,GRE Aspirant
0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,Software Tester
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,Blockchain Developer
0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,DevOps Engineer
1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,Research Scholar
1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Research Scholar
0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,Frontend Developer
0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,Backend Developer
1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,Product Manager
0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,Backend Developer
1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Cloud Architect
1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,Bank PO
0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,Research Scholar
0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,Civil Services
1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,GRE Aspirant
0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,AI Engineer
0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,ML Engineer
1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,UI/UX Designer
1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,Data Scientist
1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,Backend Developer
0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,GRE Aspirant
1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,Product Manager
0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,Blockchain Developer
0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,Technical Writer
1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,Software Tester
0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,GRE Aspirant
0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,Blockchain Developer
1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,Bank PO
0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,GATE Aspirant
1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,GRE Aspirant
1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,Technical Writer
0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,Product Manager
1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,Game Developer
0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,GATE Aspirant
0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,Cybersecurity Analyst
0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,Cloud Architect
1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,GATE Aspirant
1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,Research Scholar
0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,Software Tester
1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,Cybersecurity Analyst
0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,Full Stack Developer
0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,GRE Aspirant
0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,Bank PO
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,Frontend Developer
1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,Research Scholar
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,Technical Writer
0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,Data Scientist
0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,Frontend Developer
0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,Bank PO
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Bank PO
1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Blockchain Developer
0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,Software Tester
0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,Bank PO
0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,Backend Developer
1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,Civil Services
0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,DevOps Engineer
0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,AI Engineer
1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,Civil Services
0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,AI Engineer
0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,AI Engineer
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,Data Scientist
0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,DevOps Engineer
1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,GRE Aspirant
1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,Research Scholar
0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,AI Engineer
1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,Research Scholar
0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,Backend Developer
0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,Software Tester
1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,Product Manager
1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,ML Engineer
0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,Bank PO
0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,GRE Aspirant
1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,Blockchain Developer
1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,Software Tester
1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,Civil Services
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,Game Developer
1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,UI/UX Designer
0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,Civil Services
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,Research Scholar
0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,GATE Aspirant
1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,UI/UX Designer
0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,DevOps Engineer
1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,DevOps Engineer
1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,DevOps Engineer
1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,Frontend Developer
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,GRE Aspirant
1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,UI/UX Designer
1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,Civil Services
0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,Data Scientist
1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,GATE Aspirant
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,Blockchain Developer
0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,Technical Writer
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,ML Engineer
1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,Research Scholar
0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,GRE Aspirant
0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,GATE Aspirant
0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,Blockchain Developer
0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,Technical Writer
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,Game Developer
1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,Cybersecurity Analyst
1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,GATE Aspirant
1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,Technical Writer
0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Cybersecurity Analyst
1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,Research Scholar
1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,Data Scientist
0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,Backend Developer
1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,Technical Writer
1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,Bank PO
